PX_Cd0_Rep1_nat	PX_Cd0_Rep2_nat	PX_Cd0_Rep3_nat	WT_Cd0_Rep1_nat	WT_Cd0_Rep3_nat
AT1G05410	634	678	712	641	618
AT1G05413	0	0	0	0	0
AT1G05417	163	199	258	192	212
AT1G05420	1	11	13	4	17
AT1G05423	132	156	148	125	127
AT1G05427	110	136	135	129	137
AT1G05430	997	1062	1027	999	980
AT1G05433	57	83	91	86	90
AT1G05440	71	76	70	94	77
AT1G05443	2	1	4	6	1
AT1G05447	40	35	21	16	29
AT1G05450	5	8	7	3	2
AT1G05453	426	449	449	364	371
AT1G05460	556	649	641	533	641
AT1G05463	339	360	414	368	375
AT1G05467	970	803	830	833	671
AT1G05470	685	653	855	646	753
AT1G05473	0	0	0	0	0
AT1G05477	0	0	0	0	0
AT1G05483	10	6	14	13	10
AT1G05487	19	17	25	29	24
AT1G05490	145	134	141	124	152
AT1G05493	38	36	55	14	36
AT1G05497	2	0	2	0	0
AT1G05500	2441	2431	2539	2611	2520
AT1G05507	0	0	0	0	0
AT1G05510	45	51	52	45	34
AT1G05517	25	48	26	23	39
AT1G05520	2627	2627	3127	2440	2590
AT1G05523	142	156	193	182	146
AT1G05527	0	0	0	0	1
AT1G05530	84	44	49	64	63
AT1G05533	0	0	0	1	0
AT1G05537	0	0	0	0	0
AT1G05540	117	111	160	74	123
AT1G05543	0	0	0	0	2
AT1G05547	0	0	0	0	0
AT1G05550	7	4	3	5	3
AT1G05553	156	164	210	173	144
AT1G05557	113	90	91	91	101
AT1G05560	938	894	849	899	666
AT1G05562	938	894	849	899	666
AT1G05563	80	81	67	101	89
AT1G05567	0	0	0	0	0
AT1G05570	5941	7209	7937	5219	6897
AT1G05575	156	145	157	107	130
AT1G05577	12	12	3	8	14
AT1G05580	0	0	0	0	0
AT1G05583	0	0	0	0	0
AT1G05587	0	0	0	0	0
AT1G05590	433	479	508	360	536
AT1G05593	0	0	0	0	0
AT1G05597	0	0	0	0	0
AT1G05600	217	212	291	253	249
AT1G05603	0	0	0	0	0
AT1G05607	115	126	128	166	82
AT1G05610	25	22	26	48	40
AT1G05613	2	0	1	0	0
AT1G05615	0	0	0	0	0
AT1G05617	0	0	0	0	0
AT1G05620	1195	1126	1234	1038	965
AT1G05623	0	0	0	0	1
AT1G05627	0	1	0	0	0
AT1G05630	855	1037	1141	795	1055
AT1G05633	0	0	0	0	0
AT1G05637	3	6	7	10	15
AT1G05640	234	226	238	238	244
AT1G05643	4	0	3	1	0
AT1G05647	0	0	0	0	2
AT1G05650	23	21	12	6	10
AT1G05653	1	0	0	0	0
AT1G05657	0	0	0	0	0
AT1G05660	145	156	143	107	119
AT1G05663	0	1	0	1	0
AT1G05667	0	1	0	0	0
AT1G05670	298	371	366	305	363
AT1G05673	0	1	0	0	0
AT1G05675	168	233	162	102	47
AT1G05680	631	919	593	234	28
AT1G05683	0	4	0	0	1
AT1G05687	193	295	295	182	321
AT1G05690	179	173	200	166	177
AT1G05693	0	0	0	0	0
AT1G05697	0	0	0	0	0
AT1G05700	666	579	629	453	376
AT1G05703	150	122	105	111	116
AT1G05707	244	271	283	290	329
AT1G05710	608	577	668	460	453
AT1G05713	0	0	0	0	0
AT1G05717	4	14	20	19	15
AT1G05720	1064	1008	1116	1043	879
AT1G05723	107	113	122	141	126
AT1G05727	284	298	272	164	181
AT1G05730	634	577	654	608	478
AT1G05733	229	170	226	239	182
AT1G05737	0	0	0	0	1
AT1G05740	0	1	1	1	1
AT1G05747	2	2	6	2	3
AT1G05750	304	291	346	288	285
AT1G05753	712	766	823	743	694
AT1G05757	143	98	113	92	101
AT1G05760	151	102	134	104	101
AT1G05763	373	339	398	579	432
AT1G05767	614	721	760	678	638
AT1G05770	50	38	34	37	29
AT1G05773	3556	2901	3295	3263	2337
AT1G05777	285	344	425	339	428
AT1G05780	215	261	264	198	223
AT1G05783	43	39	45	29	34
AT1G05785	248	253	282	271	265
AT1G05787	99	98	101	201	244
AT1G05790	974	1106	1223	983	970
AT1G05793	2	0	0	0	0
AT1G05797	0	0	0	0	0
AT1G05800	0	0	2	3	0
AT1G05803	0	0	0	0	0
AT1G05805	1105	1131	1301	1042	1312
AT1G05807	0	1	0	1	1
AT1G05810	627	644	710	698	731
AT1G05813	0	3	1	0	1
AT1G05817	0	0	0	0	0
AT1G05820	131	178	206	172	168
AT1G05823	0	0	0	0	0
AT1G05827	0	0	0	0	0
AT1G05830	1925	2204	2399	1806	2148
AT1G05833	1203	1200	1265	1224	1079
AT1G05835	355	341	382	335	365
AT1G05837	191	248	255	195	193
AT1G05840	1014	1096	1311	981	1113
AT1G05843	5	7	6	6	7
AT1G05847	4	6	2	1	4
AT1G05850	25814	22598	23874	26646	22921
AT1G05853	7	6	3	7	7
AT1G05857	0	0	0	0	0
AT1G05860	449	452	470	491	471
AT1G05863	0	0	0	0	0
AT1G05867	523	533	623	560	553
AT1G05870	851	945	1112	1029	1083
AT1G05873	42	61	86	34	51
AT1G05880	38	37	62	29	26
AT1G05887	0	0	0	0	0
AT1G05890	2612	2832	2880	2110	2519
AT1G05893	0	0	0	0	0
AT1G05894	34	23	21	26	32
AT1G05897	1	0	2	2	1
AT1G05900	462	547	586	497	502
AT1G05903	0	0	0	0	0
AT1G05907	111	144	134	99	118
AT1G05910	1601	1831	1932	1482	1765
AT1G05913	255	228	268	197	163
AT1G05917	216	182	219	172	130
AT1G05920	2	0	2	0	1
AT1G05927	3844	3684	3931	4167	4108
AT1G05930	0	0	2	1	4
AT1G05933	757	857	802	814	600
AT1G05937	8	6	8	4	5
AT1G05940	870	1045	1202	827	1006
AT1G05943	40	23	41	43	34
AT1G05947	2	0	3	0	7
AT1G05950	323	343	359	307	371
AT1G05953	2	0	3	0	7
AT1G05957	0	0	0	0	0
AT1G05960	3706	4018	4260	3526	4040
AT1G05963	2	5	5	2	8
AT1G05967	0	0	0	0	0
AT1G05970	164	165	196	185	206
AT1G05973	137	110	133	148	113
AT1G05977	108	113	145	129	113
AT1G05980	0	0	0	0	0
AT1G05983	2	0	1	1	1
AT1G05987	16	7	5	8	10
AT1G05990	95	50	75	67	32
AT1G05993	78	48	76	56	74
AT1G05997	103	59	103	90	94
AT1G06000	2468	2139	2157	1784	1458
AT1G06002	2468	2139	2157	1784	1458
AT1G06003	49	44	44	37	36
AT1G06007	0	6	1	1	2
AT1G06010	417	426	408	420	398
AT1G06013	0	0	0	0	0
AT1G06017	561	477	628	556	428
AT1G06020	12	16	12	20	17
AT1G06023	0	2	2	11	0
AT1G06027	2	1	2	0	0
AT1G06030	8	9	16	25	21
AT1G06033	133	121	112	81	90
AT1G06037	1	2	1	0	1
AT1G06040	2668	2877	3077	3067	2890
AT1G06043	0	0	6	2	2
AT1G06045	1000	822	884	1097	831
AT1G06047	0	0	2	0	0
AT1G06050	255	283	287	257	228
AT1G06053	0	0	0	0	0
AT1G06057	1	0	0	0	0
AT1G06060	876	857	930	834	784
AT1G06063	0	0	0	0	0
AT1G06067	0	0	0	0	0
AT1G06070	731	803	908	744	887
AT1G06073	0	0	0	0	0
AT1G06080	330	265	391	452	496
AT1G06083	409	385	418	308	332
AT1G06087	85	95	134	100	113
AT1G06090	458	198	269	512	220
AT1G06093	0	0	0	0	0
AT1G06097	0	0	0	0	0
AT1G06100	132	106	95	123	117
AT1G06103	68	64	82	69	63
AT1G06110	1616	1514	1716	1399	1511
AT1G06113	6	11	7	8	5
AT1G06117	1	3	1	2	3
AT1G06120	107	107	143	145	131
AT1G06123	0	1	0	1	1
AT1G06127	3	0	1	1	0
AT1G06130	1090	1108	1163	1108	1132
AT1G06133	6	0	1	0	2
AT1G06135	21	22	14	2	1
AT1G06137	12	15	11	0	0
AT1G06140	79	51	79	61	81
AT1G06143	154	142	200	168	151
AT1G06147	2	1	1	3	0
AT1G06148	8	13	17	6	15
AT1G06150	1278	1437	1386	1159	1379
AT1G06153	99	96	122	136	125
AT1G06157	0	0	1	0	0
AT1G06160	1157	1067	1219	1036	877
AT1G06163	7	3	3	7	0
AT1G06170	7	7	22	23	19
AT1G06173	77	64	64	36	57
AT1G06177	58	51	56	27	45
AT1G06180	738	654	643	516	493
AT1G06187	0	0	0	0	0
AT1G06190	2245	2226	2369	2599	2516
AT1G06197	6	4	1	1	1
AT1G06200	1959	1668	1863	1744	1703
AT1G06203	5	3	1	1	1
AT1G06207	286	298	356	335	357
AT1G06210	1529	1298	1306	1357	1191
AT1G06213	48	67	59	36	49
AT1G06217	22	16	20	17	18
AT1G06220	4493	4636	4809	4061	4462
AT1G06225	0	1	1	1	0
AT1G06227	523	562	526	427	479
AT1G06230	2508	2818	2826	2060	2557
AT1G06233	339	372	344	273	317
AT1G06237	434	479	443	345	385
AT1G06240	189	222	259	207	232
AT1G06243	285	280	288	238	250
AT1G06247	254	292	317	257	292
AT1G06250	48	65	68	51	71
AT1G06253	544	667	682	572	601
AT1G06257	22	13	13	27	18
AT1G06260	72	100	112	67	97
AT1G06263	127	140	154	146	176
AT1G06265	144	167	193	117	180
AT1G06267	66	83	81	82	94
AT1G06270	139	144	153	132	125
AT1G06273	50	66	64	56	65
AT1G06277	26	42	54	42	41
AT1G06280	0	0	0	0	0
AT1G06283	207	204	228	218	215
AT1G06287	20	20	19	31	20
AT1G06290	4017	4080	4289	4133	3950
AT1G06293	0	0	0	0	0
AT1G06297	2	0	0	0	0
AT1G06303	2	0	0	0	0
AT1G06307	5	0	2	2	4
AT1G06310	23	170	30	43	139
AT1G06313	3	2	5	1	2
AT1G06317	1	2	1	1	2
AT1G06320	13	18	17	4	14
AT1G06323	0	1	0	0	0
AT1G06327	0	1	0	0	0
AT1G06330	37	31	40	21	26
AT1G06333	0	1	0	0	0
AT1G06337	21	43	32	37	23
AT1G06340	7	4	3	10	4
AT1G06343	0	0	0	0	0
AT1G06347	0	1	0	0	1
AT1G06350	249	220	238	273	275
AT1G06353	0	0	0	0	0
AT1G06357	0	0	0	0	0
AT1G06360	1061	961	947	946	1105
AT1G06363	0	0	0	0	0
AT1G06373	0	0	0	0	0
AT1G06377	2	0	0	0	0
AT1G06380	348	335	371	315	331
AT1G06383	0	1	0	0	0
AT1G06387	0	0	0	0	0
AT1G06390	2506	2496	2889	2424	2670
AT1G06393	0	0	0	0	0
AT1G06397	274	295	347	260	364
AT1G06400	2157	1867	2041	1824	1745
AT1G06403	0	0	0	0	0
AT1G06407	0	0	3	0	0
AT1G06410	4891	5311	5534	4798	5379
AT1G06413	0	1	0	0	0
AT1G06417	1	5	0	4	3
AT1G06420	18	25	46	40	33
AT1G06423	138	109	113	140	146
AT1G06427	0	0	0	0	0
AT1G06430	2266	2325	2407	2434	2545
AT1G06433	0	0	0	0	0
AT1G06437	0	0	0	0	0
AT1G06440	117	117	161	95	105
AT1G06443	1	0	0	4	4
AT1G06447	1	0	1	2	1
AT1G06450	315	387	429	344	449
AT1G06453	280	317	317	245	285
AT1G06457	397	314	413	283	330
AT1G06460	1428	1400	1539	1516	1972
AT1G06463	141	108	181	163	150
AT1G06467	71	66	73	88	69
AT1G06470	1361	1354	1581	1484	1518
AT1G06473	47	41	50	54	64
AT1G06475	115	138	125	118	118
AT1G06480	0	2	0	0	0
AT1G06483	2	2	6	3	6
AT1G06487	9	15	25	21	19
AT1G06490	485	514	651	536	595
AT1G06493	7	5	11	6	3
AT1G06497	0	0	0	1	0
AT1G06500	282	251	289	231	268
AT1G06507	1	1	0	2	1
AT1G06510	754	649	727	672	700
AT1G06513	1	0	1	2	1
AT1G06515	375	330	397	435	382
AT1G06517	0	0	0	0	0
AT1G06520	57	55	79	73	78
AT1G06523	1	1	0	0	1
AT1G06527	0	1	0	0	0
AT1G06530	738	753	795	688	676
AT1G06533	0	1	2	1	1
AT1G06537	1	2	0	0	1
AT1G06540	761	788	823	706	701
AT1G06543	2	4	5	0	1
AT1G06547	119	105	116	84	105
AT1G06550	2387	2327	2740	2207	2231
AT1G06553	69	72	105	59	95
AT1G06557	0	0	0	0	0
AT1G06560	755	860	876	762	685
AT1G06567	2	12	8	4	5
AT1G06570	1111	1057	1263	943	904
AT1G06573	1199	1110	1236	1269	1162
AT1G06577	101	79	92	53	70
AT1G06580	107	132	174	126	123
AT1G06583	220	158	203	146	148
AT1G06587	190	141	175	128	129
AT1G06590	626	681	692	611	642
AT1G06593	8	6	6	10	9
AT1G06597	21	23	28	30	34
AT1G06603	0	0	0	0	0
AT1G06607	2	2	0	3	4
AT1G06610	0	0	0	0	0
AT1G06613	107	136	146	114	161
AT1G06617	0	0	0	0	0
AT1G06620	1406	1207	1361	999	883
AT1G06623	0	0	0	0	0
AT1G06627	2	3	0	0	1
AT1G06630	593	662	751	625	684
AT1G06633	1	0	0	0	1
AT1G06637	1	4	5	0	4
AT1G06640	5492	5289	5518	5398	5228
AT1G06643	20335	20365	22734	21735	20966
AT1G06645	431	515	431	327	415
AT1G06647	21428	21482	24041	23444	22258
AT1G06650	1964	1936	2109	1573	1564
AT1G06653	0	0	0	0	0
AT1G06657	0	0	0	0	0
AT1G06660	198	250	242	236	228
AT1G06663	0	0	0	0	0
AT1G06667	3	0	3	3	1
AT1G06670	4316	4969	5200	3921	4376
AT1G06673	0	0	0	0	0
AT1G06677	0	1	1	1	3
AT1G06680	46994	41724	46273	78827	65208
AT1G06683	38	78	67	45	67
AT1G06687	54	56	69	34	46
AT1G06690	663	727	793	842	884
AT1G06693	34	40	46	27	30
AT1G06697	0	1	0	0	0
AT1G06700	3195	3170	3414	3092	3267
AT1G06703	0	0	0	0	0
AT1G06707	0	0	0	0	0
AT1G06710	337	374	456	299	340
AT1G06713	0	0	0	1	0
AT1G06717	334	415	492	503	587
AT1G06720	2126	2536	2725	1727	2003
AT1G06723	0	0	0	0	0
AT1G06727	0	3	11	4	4
AT1G06730	545	527	576	539	501
AT1G06733	10	12	14	17	30
AT1G06737	42	35	32	45	40
AT1G06740	339	365	304	289	338
AT1G06743	25	17	18	28	34
AT1G06747	0	0	0	0	0
AT1G06750	124	117	119	83	107
AT1G06753	529	526	603	586	431
AT1G06757	5	3	7	2	11
AT1G06760	6245	5807	6550	6647	6486
AT1G06770	374	382	481	337	360
AT1G06773	2	4	0	5	3
AT1G06777	0	1	0	0	0
AT1G06780	1171	1165	1297	1096	1191
AT1G06783	0	1	0	0	0
AT1G06787	120	172	224	189	223
AT1G06790	659	568	600	507	554
AT1G06797	0	0	0	0	0
AT1G06800	819	788	820	672	783
AT1G06810	0	2	2	0	0
AT1G06817	1	0	0	0	0
AT1G06820	1637	1657	1847	1752	1890
AT1G06823	0	0	0	0	0
AT1G06827	0	0	0	0	0
AT1G06830	365	362	389	343	341
AT1G06837	2	13	5	7	23
AT1G06840	1925	2176	2304	1600	1953
AT1G06850	145	267	287	178	319
AT1G06853	1	0	1	0	5
AT1G06857	1	1	1	0	1
AT1G06860	6	3	1	0	0
AT1G06863	1	1	0	0	1
AT1G06867	2	5	6	5	14
AT1G06870	568	673	752	678	612
AT1G06873	2	5	4	5	12
AT1G06877	1	1	2	0	1
AT1G06880	0	0	0	0	4
AT1G06883	5	1	3	0	3
AT1G06890	2354	2620	2935	2449	2602
AT1G06897	0	0	0	0	0
AT1G06900	2489	2847	3174	2453	2799
AT1G06903	0	1	1	0	2
AT1G06907	0	0	0	0	0
AT1G06910	287	323	321	316	305
AT1G06913	0	1	0	0	0
AT1G06917	1	2	1	2	0
AT1G06920	0	1	2	0	0
AT1G06923	120	64	95	91	113
AT1G06925	2	4	1	0	5
AT1G06927	0	0	0	0	0
AT1G06930	10	13	15	19	17
AT1G06933	0	0	0	0	0
AT1G06937	2	2	1	1	4
AT1G06943	0	1	0	0	0
AT1G06947	0	3	1	1	0
AT1G06950	10230	10361	11424	10475	11354
AT1G06953	0	3	1	1	0
AT1G06957	0	0	0	0	0
AT1G06960	473	476	497	434	493
AT1G06963	9	4	9	5	8
AT1G06967	0	0	0	0	0
AT1G06970	4	6	9	7	12
AT1G06973	0	0	0	0	0
AT1G06977	312	324	348	452	420
AT1G06980	84	72	78	94	110
AT1G06983	26	24	25	12	8
AT1G06987	0	1	0	0	0
AT1G06990	1	0	3	2	0
AT1G06993	8	13	8	9	18
AT1G06997	0	0	0	0	0
AT1G07000	1639	1445	1674	1258	1142
AT1G07003	0	0	0	0	0
AT1G07007	0	0	0	0	0
AT1G07010	2097	2061	2228	1700	1843
AT1G07013	2	2	2	0	1
AT1G07017	0	0	0	0	0
AT1G07020	754	717	753	706	671
AT1G07023	0	1	5	0	1
AT1G07025	2	2	4	1	1
AT1G07027	9	14	18	4	5
AT1G07030	1024	950	910	764	754
AT1G07040	615	610	600	566	622
AT1G07050	465	402	391	274	432
AT1G07051	4	4	0	3	11
AT1G07060	13	8	11	7	16
AT1G07070	788	669	839	799	615
AT1G07080	1558	1757	1935	1510	1658
AT1G07090	987	1128	1173	917	1100
AT1G07100	0	1	0	2	1
AT1G07110	3605	3903	4358	3347	3891
AT1G07117	0	0	0	0	0
AT1G07119	259	222	313	186	228
AT1G07120	114	106	153	83	119
AT1G07123	0	0	1	0	0
AT1G07127	2	0	0	0	0
AT1G07128	358	339	474	280	285
AT1G07130	353	338	466	278	283
AT1G07133	0	0	0	1	0
AT1G07135	26	59	70	18	42
AT1G07137	0	0	0	0	0
AT1G07140	6065	6300	6950	5672	5825
AT1G07143	12	18	10	16	22
AT1G07147	2	1	2	2	2
AT1G07150	113	117	116	118	114
AT1G07157	0	0	0	0	2
AT1G07160	120	162	139	34	31
AT1G07163	0	0	0	0	0
AT1G07167	73	77	87	83	67
AT1G07170	587	579	676	638	589
AT1G07173	84	87	108	105	68
AT1G07175	14	6	22	19	17
AT1G07177	0	0	0	0	0
AT1G07180	1225	1325	1512	942	855
AT1G07183	0	0	0	0	0
AT1G07187	12	16	12	7	18
AT1G07190	0	0	1	0	0
AT1G07193	0	0	0	0	0
AT1G07197	0	0	0	0	0
AT1G07200	1583	1739	1938	1409	1692
AT1G07210	1382	1308	1568	1344	1303
AT1G07220	659	635	734	586	524
AT1G07230	1409	1515	1719	1280	1443
AT1G07233	0	0	0	0	0
AT1G07237	1	0	0	0	0
AT1G07240	1453	1316	1443	1200	1143
AT1G07243	15	34	25	24	18
AT1G07247	0	0	0	0	0
AT1G07250	863	851	881	767	693
AT1G07253	0	0	0	0	0
AT1G07257	0	0	0	0	0
AT1G07260	915	834	874	697	555
AT1G07263	0	0	0	0	0
AT1G07267	1	0	0	0	1
AT1G07270	104	112	127	114	117
AT1G07273	2	1	1	3	4
AT1G07277	1	1	1	3	4
AT1G07280	2156	2338	2607	1753	2375
AT1G07283	0	2	0	2	0
AT1G07287	3	3	1	1	2
AT1G07290	107	132	126	121	147
AT1G07293	0	1	0	0	0
AT1G07297	0	0	0	0	0
AT1G07300	132	146	167	121	124
AT1G07303	0	2	0	0	0
AT1G07310	607	763	886	586	857
AT1G07313	35	70	70	45	70
AT1G07317	0	1	0	0	1
AT1G07320	7776	6992	7342	10025	8034
AT1G07323	564	601	608	558	550
AT1G07327	0	0	0	0	0
AT1G07330	8	8	9	5	5
AT1G07333	0	0	0	0	0
AT1G07337	0	0	1	0	0
AT1G07340	0	0	0	0	0
AT1G07343	0	0	0	0	0
AT1G07347	1	0	0	0	0
AT1G07350	1535	1622	1790	1420	1578
AT1G07353	0	0	0	0	0
AT1G07357	2	1	0	0	0
AT1G07360	1696	1811	1897	1597	1588
AT1G07367	57	55	56	23	25
AT1G07370	676	678	747	714	683
AT1G07373	53	56	49	19	22
AT1G07380	1032	1130	1195	984	1040
AT1G07383	0	0	0	0	0
AT1G07390	770	839	839	584	680
AT1G07393	104	84	99	110	85
AT1G07397	9	6	3	3	3
AT1G07400	70	77	79	73	32
AT1G07407	9	5	3	3	4
AT1G07410	220	208	243	196	152
AT1G07413	4	12	10	6	6
AT1G07417	9	2	7	4	5
AT1G07420	633	783	875	680	821
AT1G07423	10	6	7	3	6
AT1G07430	11	14	17	19	23
AT1G07433	2	6	7	1	2
AT1G07437	2	6	7	1	2
AT1G07440	1190	1211	1412	1000	1015
AT1G07447	0	0	0	0	0
AT1G07450	15	22	23	21	18
AT1G07453	0	0	0	0	0
AT1G07457	17	8	14	6	12
AT1G07460	1	0	0	1	1
AT1G07463	17	8	14	6	12
AT1G07467	0	0	0	0	0
AT1G07470	1032	1002	1000	823	1101
AT1G07473	14	21	17	12	21
AT1G07476	33	37	48	36	43
AT1G07477	167	219	214	195	208
AT1G07480	959	1012	1102	869	1013
AT1G07483	3	0	0	1	1
AT1G07485	92	104	124	121	115
AT1G07487	16	6	21	5	15
AT1G07490	92	104	123	121	115
AT1G07493	7	0	1	0	0
AT1G07497	0	0	0	0	0
AT1G07500	24	16	18	9	11
AT1G07503	0	0	0	0	1
AT1G07507	0	0	0	0	0
AT1G07510	2038	2170	2408	1580	1956
AT1G07513	244	299	281	272	296
AT1G07517	174	198	178	121	154
AT1G07520	479	496	569	403	469
AT1G07523	0	0	0	0	0
AT1G07527	0	0	0	1	0
AT1G07530	1681	1556	1725	1365	1522
AT1G07533	0	0	0	0	0
AT1G07537	0	0	0	0	0
AT1G07540	0	1	2	2	1
AT1G07543	102	96	108	109	86
AT1G07547	143	142	157	128	152
AT1G07550	81	55	101	114	97
AT1G07553	1	0	3	2	2
AT1G07557	1	0	3	2	2
AT1G07560	348	379	368	318	289
AT1G07563	47	36	32	25	30
AT1G07567	178	213	186	175	185
AT1G07570	810	841	990	937	830
AT1G07573	0	0	0	0	0
AT1G07580	0	0	0	0	0
AT1G07583	0	0	0	0	0
AT1G07587	200	190	242	207	204
AT1G07590	88873	57840	63647	64577	42344
AT1G07593	2	0	1	1	3
AT1G07597	0	0	3	0	0
AT1G07600	84124	54163	59653	61410	39817
AT1G07603	1514	1537	1921	2172	2263
AT1G07607	360	449	491	365	483
AT1G07610	12245	7023	7486	8655	5129
AT1G07613	141	150	157	140	148
AT1G07615	270	302	380	281	369
AT1G07617	0	0	0	0	0
AT1G07620	560	637	644	471	435
AT1G07623	0	0	0	0	0
AT1G07627	1	0	0	0	0
AT1G07630	2004	2009	2148	1657	1747
AT1G07633	3	8	8	6	9
AT1G07637	205	248	291	216	247
AT1G07640	598	659	820	577	709
AT1G07645	1	2	1	1	1
AT1G07647	177	163	171	162	155
AT1G07650	2783	3080	3276	2718	2905
AT1G07653	269	259	338	272	256
AT1G07657	0	0	0	0	0
AT1G07660	521	506	605	559	542
AT1G07663	323	397	395	343	330
AT1G07667	226	208	205	175	178
AT1G07670	3304	3982	4293	3235	3778
AT1G07673	0	0	0	0	0
AT1G07680	24	13	12	16	21
AT1G07683	2	1	1	5	2
AT1G07690	0	0	0	0	0
AT1G07693	1123	1089	1218	1575	1596
AT1G07697	44	34	53	30	58
AT1G07700	1160	1265	1406	1294	1337
AT1G07702	208	210	213	217	213
AT1G07703	112	138	136	139	136
AT1G07705	1111	1240	1358	1107	1226
AT1G07707	6	7	5	4	1
AT1G07710	133	111	131	111	144
AT1G07717	0	0	0	0	0
AT1G07720	1969	1671	1800	1782	1459
AT1G07723	0	0	0	0	0
AT1G07725	420	470	491	426	468
AT1G07727	0	0	0	1	0
AT1G07728	420	473	491	430	470
AT1G07730	213	232	226	240	219
AT1G07733	227	284	249	182	219
AT1G07737	6415	5257	5675	7411	6512
AT1G07740	331	326	363	352	316
AT1G07743	64	74	83	59	86
AT1G07745	177	227	233	207	223
AT1G07747	0	1	0	0	0
AT1G07750	1238	1338	1455	1312	1357
AT1G07753	343	315	396	305	353
AT1G07757	297	287	347	330	309
AT1G07760	0	0	0	0	0
AT1G07763	0	1	1	0	0
AT1G07767	0	0	0	0	0
AT1G07770	11466	10733	12508	13282	12729
AT1G07773	0	0	0	0	0
AT1G07777	0	0	3	0	0
AT1G07780	2933	2786	3222	3311	2995
AT1G07783	2	0	0	0	0
AT1G07787	0	0	0	0	0
AT1G07790	1342	1211	1400	1371	1251
AT1G07793	7	1	11	11	10
AT1G07795	29	15	15	14	16
AT1G07803	288	248	320	265	275
AT1G07807	428	440	558	591	542
AT1G07810	3037	3360	3709	2929	3273
AT1G07813	33	19	28	36	27
AT1G07820	1719	1704	1878	1803	1551
AT1G07823	54	51	76	35	44
AT1G07827	0	0	0	0	0
AT1G07830	610	590	626	529	558
AT1G07833	0	0	0	0	0
AT1G07837	0	0	0	0	0
AT1G07840	1129	1078	1184	998	903
AT1G07843	0	0	0	0	0
AT1G07847	214	209	203	218	162
AT1G07850	10	15	5	7	1
AT1G07853	3	8	11	5	7
AT1G07857	0	0	0	0	0
AT1G07860	0	1	3	3	3
AT1G07863	0	0	0	0	0
AT1G07867	31	45	43	20	43
AT1G07870	1192	1039	1070	907	877
AT1G07873	0	0	2	2	0
AT1G07877	552	568	692	529	560
AT1G07880	259	239	265	269	279
AT1G07883	66	76	74	68	64
AT1G07885	21	19	25	9	10
AT1G07887	1330	1378	1492	1130	1261
AT1G07890	24173	22139	24699	24019	18916
AT1G07893	2673	2878	3204	3009	2975
AT1G07897	208	239	262	197	212
AT1G07900	26	25	40	28	21
AT1G07901	88	93	108	102	93
AT1G07902	149	153	155	149	160
AT1G07903	224	259	283	236	247
AT1G07907	3	7	13	8	3
AT1G07910	1341	1521	1718	1418	1607
AT1G07913	15	4	8	3	2
AT1G07917	1	0	0	0	0
AT1G07920	80625	78464	86410	75069	69359
AT1G07923	0	0	0	0	0
AT1G07927	0	0	0	0	0
AT1G07930	63259	63684	68616	57245	54735
AT1G07933	30	40	38	31	48
AT1G07937	4	7	5	9	10
AT1G07940	42833	41779	46875	41141	36810
AT1G07943	47	40	39	42	40
AT1G07947	0	0	0	0	0
AT1G07950	611	563	659	579	558
AT1G07957	58	64	59	47	71
AT1G07960	1176	1147	1273	1133	1121
AT1G07963	830	838	1033	924	905
AT1G07967	136	158	196	151	176
AT1G07970	568	592	718	496	590
AT1G07973	0	0	0	0	0
AT1G07977	1	0	1	2	1
AT1G07980	494	502	566	505	429
AT1G07983	902	866	875	884	703
AT1G07985	15	10	25	14	20
AT1G07987	230	252	294	224	289
AT1G07990	2141	2172	2315	1976	2052
AT1G07993	929	1421	1636	1285	2354
AT1G07997	1	0	0	0	0
AT1G08000	241	272	276	240	239
AT1G08003	269	298	292	253	281
AT1G08005	8	10	9	10	15
AT1G08007	3	4	0	5	5
AT1G08010	588	565	702	610	760
AT1G08013	0	0	0	0	0
AT1G08017	1	1	7	1	2
AT1G08023	1	1	6	1	2
AT1G08027	0	0	0	1	0
AT1G08030	820	804	914	814	794
AT1G08033	27	29	40	24	29
AT1G08035	11	17	22	19	13
AT1G08037	408	352	432	478	368
AT1G08040	840	970	979	932	943
AT1G08043	231	375	411	210	415
AT1G08047	157	156	159	172	167
AT1G08050	266	323	316	222	192
AT1G08053	0	0	0	0	0
AT1G08057	0	1	3	0	0
AT1G08060	1834	2070	2185	1617	2053
AT1G08063	1	4	1	6	6
AT1G08065	0	0	0	0	0
AT1G08070	73	78	92	68	72
AT1G08073	707	1040	1085	660	980
AT1G08077	0	1	0	0	0
AT1G08080	77	56	57	37	24
AT1G08087	363	403	442	313	425
AT1G08090	126	94	89	89	91
AT1G08093	5	7	2	6	5
AT1G08097	9	9	3	7	7
AT1G08100	0	1	0	0	1
AT1G08103	243	206	313	219	266
AT1G08107	78	60	85	52	93
AT1G08110	2465	2336	2550	2565	2453
AT1G08113	94	80	125	82	102
AT1G08115	426	344	311	143	232
AT1G08117	113	118	155	126	120
AT1G08120	24	26	34	44	37
AT1G08123	171	142	238	188	172
AT1G08125	673	667	686	683	677
AT1G08127	0	0	0	0	0
AT1G08130	1528	1514	1617	1361	1309
AT1G08133	1	0	0	0	0
AT1G08135	0	1	0	1	0
AT1G08137	1	0	0	0	0
AT1G08140	0	0	0	0	0
AT1G08143	0	3	0	0	0
AT1G08147	0	3	1	0	0
